AMOUNT
85000000
85340200
86000000
86100000
86561000
88000000
89000000
90000000
90610000
91000000
92000000
92500000
93000000
93600000
94250000
95000000
96000000
96430000
98520000
99460767
100000000
101000000
101700000
103990000
104000000
104200000
105000000
107000000
107363000
110000000
110072986
112000000
112626600
113100000
113106500
114100000
114556000
115000000
116000000
116430000
116566300
117010000
117480000
118093000
119100000
119230000
120000000
121000000
121350000
122000000
123000000
124500000
125000000
126000000
129000000
129305000
130000000
133690000
134600000
135000000
136000000
136519250
136700000
136800000
137000000
138000000
138230000
140000000
140485301
142000000
142270000
143000000
145000000
146566000
147000000
149000000
150000000
151009000
151793600
154000000
154275000
155000000
155550000
156000000
159000000
160000000
160430000
160608000
162000000
162370000
163000000
163480000
164000000
164280000
165000000
165637592
166621950
167000000
167656041
168502500
169000000
169710000
170000000
173000000
173140000
174000000
174243500
174250000
175000000
175510000
176520000
177000000
177017490
180000000
180700000
181110000
181190000
182000000
182817520
185000000
185840000
187000000
187809000
189000000
190000000
190660000
194000000
194405000
194435000
194512485
194810000
195400000
198000000
199000000
199600000
200000000
200390000
200400000
202280000
203000000
204000000
205000000
206234400
207000000
207980000
208000000
208370000
208401000
209250000
209543114
209990000
210000000
211000000
211290000
211797000
212000000
214000000
215000000
217000000
217780000
218000000
218080000
218330000
218500000
218800000
219000000
220000000
220834000
220909000
221000000
222000000
222809000
223000000
223880000
224000000
224402850
225000000
227000000
228970000
229810000
230000000
230440000
231000000
232418000
235000000
235020000
235550000
236000000
237000000
237270000
238000000
239740000
240000000
240170000
240913000
241630000
242205175
242850000
244000000
245000000
247327369
248000000
249000000
250000000
251800000
252000000
253460000
255000000
255821600
257000000
259220000
259520000
260000000
261000000
262000000
264000000
265000000
265069574
266000000
268000000
270000000
271000000
273000000
274000000
275000000
275047000
276500000
277330000
279181500
280000000
281000000
284000000
285000000
287000000
288260000
289361000
290000000
290500000
291000000
292000000
295000000
295060000
296000000
296400000
297000000
298000000
299560000
300000000
300624500
302000000
303630000
303870000
304000000
305000000
307000000
308500000
309355032
309789250
310000000
311000000
312000000
314420000
314700000
315710000
316000000
317000000
317954600
318000000
319860000
320000000
321400000
322000000
325000000
325050000
325100000
326000000
327000000
327970000
330000000
330510000
331000000
333333333
335000000
336000000
337000000
339000000
340000000
340050000
341340000
342280000
343000000
343492653
343510000
344000000
345000000
345670000
346230000
346250000
346490000
350000000
350800000
351000000
351174000
351797000
354000000
355000000
356570000
357100000
358000000
358900000
359170000
360000000
361000000
363000000
363333000
363900000
364000000
364550000
365000000
367030000
367400000
367590000
368000000
369400000
369740000
370000000
371000000
375000000
377756300
378420000
379100000
380000000
382000000
382089000
382740000
383000000
384500000
385000000
386000000
387000000
388750000
389398395
389510000
390000000
392000000
392099000
392100000
392970000
394000000
395000000
395950000
397000000
397450000
397815675
399170000
399328615
400000000
400500000
400550000
401000000
401070000
402000000
402220000
404000000
405000000
406610000
407890000
408430000
409400000
410000000
410830000
410970000
412000000
412690000
413430000
415000000
416000000
417000000
417300000
417600000
420000000
425000000
425250000
426174000
426765000
427000000
427400000
428383400
429328615
430000000
431000000
434000000
434120000
435000000
435148000
439800000
440000000
443000000
443133000
447000000
448000000
449550000
450000000
452683878
455000000
456000000
456340000
458720000
459851500
460000000
460646000
461000000
463000000
464000000
464093400
465000000
466666666
466750000
469000000
470000000
475000000
477800000
478000000
480000000
482000000
483520000
484800000
485000000
486000000
489000000
490000000
494000000
495810000
496000000
497400000
499000000
500000000
501960000
505000000
506000000
506950000
507250000
507830000
508000000
508350000
509000000
510000000
510400000
